"","SSN","Soil_Organic_Carbon_kg_m2","Type"
"583","icr062343",39.9252704562949,"MIMICS"
"584","icr062347",44.4108081338021,"MIMICS"
"585","icr062351",40.6183797735749,"MIMICS"
"586","icr062353",55.4708769301196,"MIMICS"
"587","icr062355",43.6751829346145,"MIMICS"
"588","icr062357",32.7640779860102,"MIMICS"
"589","icr062359",44.4590455620552,"MIMICS"
"590","icr062365",45.3278631567225,"MIMICS"
"591","icr062369",33.4045281868685,"MIMICS"
"592","icr062375",32.4063951125934,"MIMICS"
"593","icr062381",31.0612688688528,"MIMICS"
"594","icr062383",31.2667420128783,"MIMICS"
"595","icr062385",25.7745969487064,"MIMICS"
"596","icr062387",45.0991315295723,"MIMICS"
"597","icr062391",33.206270922132,"MIMICS"
"598","icr062393",24.6127888511046,"MIMICS"
"599","icr062395",55.3015621582682,"MIMICS"
"600","icr062399",23.4328420196873,"MIMICS"
"601","icr062403",29.107334500765,"MIMICS"
"602","icr062405",53.2610387645549,"MIMICS"
"603","icr062407",37.8409957603605,"MIMICS"
"604","icr062409",30.6767627010608,"MIMICS"
"605","icr062411",38.0830850151576,"MIMICS"
"606","icr062415",29.5263843193293,"MIMICS"
"607","icr062417",34.319692449303,"MIMICS"
"608","icr062421",43.7892586643076,"MIMICS"
"609","icr062425",31.9489637640397,"MIMICS"
"610","icr062427",32.6993023487398,"MIMICS"
"611","icr062431",42.7658124871099,"MIMICS"
"612","icr062435",34.9811025786828,"MIMICS"
"613","icr062437",37.9419411387179,"MIMICS"
"614","icr062439",34.6447353665036,"MIMICS"
"615","icr062443",30.7002100582392,"MIMICS"
"616","icr062451",35.7005170114584,"MIMICS"
"617","icr068101",0,"MIMICS"
"618","icr068131",0,"MIMICS"
"619","icr068149",0,"MIMICS"
"620","icr068161",0.550263134796922,"MIMICS"
"621","icr068199",0,"MIMICS"
"622","icr068221",0,"MIMICS"
"623","icr068265",0,"MIMICS"
"624","icr068279",0,"MIMICS"
"625","icr068321",0,"MIMICS"
"626","icr068339",0,"MIMICS"
"627","icr068361",0,"MIMICS"
"628","icr068381",0,"MIMICS"
"629","icr068399",0.691477614085019,"MIMICS"
"630","icr068419",5.38104707975762,"MIMICS"
"631","icr068499",5.2907840030123,"MIMICS"
"632","icr068521",5.24975565723173,"MIMICS"
"633","icr068539",6.50886082340389,"MIMICS"
"634","icr068579",5.73626294454888,"MIMICS"
"635","icr068677",5.3107878627192,"MIMICS"
"636","icr068717",5.1828916381741,"MIMICS"
"637","icr069849",0.736715614776477,"MIMICS"
"638","icr069869",0,"MIMICS"
"639","icr070029",0,"MIMICS"
"640","icr070112",12.6869542400042,"MIMICS"
"641","icr070124",8.37775988631603,"MIMICS"
"642","icr070164",6.55370399623703,"MIMICS"
"643","icr070202",6.18171264070202,"MIMICS"
"644","icr070262",7.23343220593506,"MIMICS"
"645","icr070328",7.20232093290938,"MIMICS"
"646","icr070370",6.37044602497753,"MIMICS"
"647","icr070386",6.56755596694574,"MIMICS"
"648","icr072246",16.7022093781704,"MIMICS"
"649","icr072286",17.4198202081965,"MIMICS"
"650","icr072365",23.0680845343641,"MIMICS"
"651","icr072405",14.3734973833575,"MIMICS"
"652","icr072425",17.4096288565868,"MIMICS"
"653","icr072544",13.225642309122,"MIMICS"
"654","icr072596",8.44613879419032,"MIMICS"
"655","icr072616",8.09249877482205,"MIMICS"
"656","icr072656",8.07656132588866,"MIMICS"
"657","icr072696",9.48097336352424,"MIMICS"
"658","icr072716",8.23640304044692,"MIMICS"
"659","icr072756",9.03488997184918,"MIMICS"
"660","icr072816",7.695013856691,"MIMICS"
"661","icr072836",7.84910111178046,"MIMICS"
"662","icr072896",9.15628663371708,"MIMICS"
"663","icr072948",17.1336412749378,"MIMICS"
"664","icr072968",19.2845576342948,"MIMICS"
"665","icr073008",32.3835853622305,"MIMICS"
"666","icr073068",18.8010700106954,"MIMICS"
"667","icr073128",15.7509435006927,"MIMICS"
"668","icr073148",19.539784828396,"MIMICS"
"669","icr073168",17.7384543478418,"MIMICS"
"670","icr073208",28.642468428028,"MIMICS"
"671","icr073228",20.8327468207254,"MIMICS"
"672","icr073300",29.8458158193549,"MIMICS"
"673","icr073320",19.797376869977,"MIMICS"
"674","icr073340",14.0897794963822,"MIMICS"
"675","icr073361",22.6366208603761,"MIMICS"
"676","icr073379",15.9526159508029,"MIMICS"
"677","icr073399",23.9541761714122,"MIMICS"
"678","icr073439",20.678140420267,"MIMICS"
"679","icr073479",46.4877648785603,"MIMICS"
"680","icr073519",20.7733839239528,"MIMICS"
"681","icr073539",18.0424563488833,"MIMICS"
"682","icr073558",27.4387626841368,"MIMICS"
"683","icr073578",25.9160887520406,"MIMICS"
"684","icr074045",16.5825981699304,"MIMICS"
"685","icr074122",14.28217712663,"MIMICS"
"686","icr074159",14.730131022776,"MIMICS"
"687","icr074318",13.0107469782245,"MIMICS"
"688","icr074336",23.1224824610323,"MIMICS"
"689","icr074356",9.2096438142967,"MIMICS"
"690","icr074376",11.2365417800098,"MIMICS"
"691","icr074396",9.19025641783531,"MIMICS"
"692","icr074413",12.6877636012211,"MIMICS"
"693","icr074433",17.8286584997842,"MIMICS"
"694","icr074470",8.82731523923606,"MIMICS"
"695","icr074509",7.45466239330992,"MIMICS"
"696","icr074529",11.5459172719703,"MIMICS"
"697","icr074544",8.72451825364999,"MIMICS"
"698","icr074580",7.24488496643725,"MIMICS"
"699","icr074631",6.40937644346617,"MIMICS"
"700","icr074671",6.62934412308099,"MIMICS"
"701","icr074691",6.56921823544114,"MIMICS"
"702","icr074731",6.37064123834217,"MIMICS"
"703","icr074751",6.47367910282362,"MIMICS"
"704","icr074771",8.48828982784742,"MIMICS"
"705","icr074891",6.51709511281301,"MIMICS"
"706","icr074983",6.71678905140274,"MIMICS"
"707","icr075023",7.97102611856984,"MIMICS"
"708","icr075083",7.26335696998497,"MIMICS"
"709","icr075143",14.0245015117271,"MIMICS"
"710","icr075224",8.77826112166453,"MIMICS"
"711","icr075240",7.99669329361491,"MIMICS"
"712","icr075260",7.45724412280516,"MIMICS"
"713","icr075350",25.3548800925191,"MIMICS"
"714","icr075410",35.4136558751117,"MIMICS"
"715","icr075528",14.8768660323823,"MIMICS"
"716","icr075676",9.0270929350733,"MIMICS"
"717","icr075696",8.82532108893982,"MIMICS"
"718","icr075736",15.3605438117286,"MIMICS"
"719","icr075756",8.58336663130264,"MIMICS"
"720","icr075796",11.3253141894949,"MIMICS"
"721","icr075876",14.217166494398,"MIMICS"
"722","icr075916",11.1628905312015,"MIMICS"
"723","icr076353",13.651256642569,"MIMICS"
"724","icr076355",16.5863773537868,"MIMICS"
"725","icr076357",14.4749158980455,"MIMICS"
"726","icr076362",12.3132049401842,"MIMICS"
"727","icr076366",16.2933948638156,"MIMICS"
"728","icr076368",12.1109099741521,"MIMICS"
"729","icr076372",16.3697319678375,"MIMICS"
"730","icr076374",13.0626462792205,"MIMICS"
"731","icr076386",15.7427199238742,"MIMICS"
"732","icr076392",40.2339731006085,"MIMICS"
"733","icr076400",36.1027977568061,"MIMICS"
"734","icr076406",19.1990102432888,"MIMICS"
"735","icr076408",48.4546281411414,"MIMICS"
"736","icr076410",13.8161234707285,"MIMICS"
"737","icr076412",14.5294193159025,"MIMICS"
"738","icr076418",12.4433414714928,"MIMICS"
"739","icr076420",35.8053885327375,"MIMICS"
"740","icr076422",16.4665686975713,"MIMICS"
"741","icr076424",34.8443845064927,"MIMICS"
"742","icr076442",32.4006102271464,"MIMICS"
"743","icr076446",26.7896980692058,"MIMICS"
"744","icr076452",35.8422454206009,"MIMICS"
"745","icr076460",37.6961174227517,"MIMICS"
"746","icr076474",20.6716870651666,"MIMICS"
"747","icr076478",23.4047204126538,"MIMICS"
"748","icr076480",20.1034036247491,"MIMICS"
"749","icr076490",37.0785222946733,"MIMICS"
"750","icr076492",24.9118483456907,"MIMICS"
"751","icr076494",25.7121051400778,"MIMICS"
"752","icr076506",21.3384315462981,"MIMICS"
"753","icr076508",34.1697461474398,"MIMICS"
"754","icr076512",35.7140003644213,"MIMICS"
"755","icr076518",19.1955468764281,"MIMICS"
"756","icr076526",12.0828616540299,"MIMICS"
"757","icr076527",19.050591486023,"MIMICS"
"758","icr076533",12.5466546680586,"MIMICS"
"759","icr076547",16.2056866684668,"MIMICS"
"760","icr076551",13.6421921765253,"MIMICS"
"761","icr076555",15.5258418006429,"MIMICS"
"762","icr076569",25.5817957842856,"MIMICS"
"763","icr076571",16.4434545652887,"MIMICS"
"764","icr076573",23.1817758626095,"MIMICS"
"765","icr076589",16.4938202513984,"MIMICS"
"766","icr076605",16.5501586532816,"MIMICS"
"767","icr076607",15.7717150940714,"MIMICS"
"768","icr076611",15.3130707389719,"MIMICS"
"769","icr076613",17.4054796814588,"MIMICS"
"770","icr076617",18.9215454269175,"MIMICS"
"771","icr076623",15.3969832901487,"MIMICS"
"772","icr076627",18.4989350199701,"MIMICS"
"773","icr076632",19.8960151039771,"MIMICS"
"774","icr076638",16.1942031699668,"MIMICS"
"775","icr076640",13.0668025549943,"MIMICS"
"776","icr076646",15.3054036431525,"MIMICS"
"777","icr076648",25.6863741167967,"MIMICS"
"778","icr076655",11.995344021817,"MIMICS"
"779","icr005934",4.43861359818684,"Millennial"
"780","icr005940",4.54109882662577,"Millennial"
"781","icr005950",4.26856791281596,"Millennial"
"782","icr005952",4.61322222040826,"Millennial"
"783","icr005958",5.17917252970575,"Millennial"
"784","icr005971",4.39266054205079,"Millennial"
"785","icr005973",4.00903751400317,"Millennial"
"786","icr005975",4.39444742144815,"Millennial"
"787","icr005977",4.68290658889097,"Millennial"
"788","icr005981",4.90575276963575,"Millennial"
"789","icr005987",4.55878930122904,"Millennial"
"790","icr005988",4.29191237427303,"Millennial"
"791","icr005989",4.4041462042155,"Millennial"
"792","icr005990",4.33934109190131,"Millennial"
"793","icr005995",4.71763240784286,"Millennial"
"794","icr005997",4.53718933192036,"Millennial"
"795","icr006000",4.092152925631,"Millennial"
"796","icr006010",4.21029597666178,"Millennial"
"797","icr006021",3.95887344638068,"Millennial"
"798","icr006027",3.75947736896624,"Millennial"
"799","icr006041",2.53292541231893,"Millennial"
"800","icr006058",3.70022345486243,"Millennial"
"801","icr006084",4.62172787547791,"Millennial"
"802","icr006099",4.96210989998243,"Millennial"
"803","icr006115",4.19355137202867,"Millennial"
"804","icr006130",4.54960297873242,"Millennial"
"805","icr006139",4.64722865149226,"Millennial"
"806","icr006145",4.72705788598592,"Millennial"
"807","icr006162",4.3785419940312,"Millennial"
"808","icr006166",5.08849964187992,"Millennial"
"809","icr006175",4.51376167911418,"Millennial"
"810","icr006176",4.27790162433252,"Millennial"
"811","icr006185",4.7783297633086,"Millennial"
"812","icr006192",4.75205051481999,"Millennial"
"813","icr006454",3.72708713971592,"Millennial"
"814","icr006474",1.15012243768729,"Millennial"
"815","icr006492",2.82680536710167,"Millennial"
"816","icr006510",1.91796177308625,"Millennial"
"817","icr006530",4.17768005006558,"Millennial"
"818","icr006570",3.93247135239672,"Millennial"
"819","icr006586",3.07236810097484,"Millennial"
"820","icr006626",2.34170744758361,"Millennial"
"821","icr006684",1.53947838836847,"Millennial"
"822","icr006704",4.09980985763978,"Millennial"
"823","icr006744",2.6238073808598,"Millennial"
"824","icr007987",4.35948768355366,"Millennial"
"825","icr010535",24.973795599639,"Millennial"
"826","icr015592",3.56052759073967,"Millennial"
"827","icr020848",3.64063173515989,"Millennial"
"828","icr020868",2.74343263990882,"Millennial"
"829","icr020888",4.86666845015184,"Millennial"
"830","icr020908",4.63690499894115,"Millennial"
"831","icr020947",3.9812188959666,"Millennial"
"832","icr020970",3.71361403636466,"Millennial"
"833","icr020986",3.09469672094526,"Millennial"
"834","icr021023",4.21005504224442,"Millennial"
"835","icr021063",3.43040697854009,"Millennial"
"836","icr021103",3.58413408879663,"Millennial"
"837","icr021123",3.56072427866968,"Millennial"
"838","icr024956",4.23222195254656,"Millennial"
"839","icr024976",3.59999553273765,"Millennial"
"840","icr024994",4.08445049123063,"Millennial"
"841","icr025016",3.45352870483678,"Millennial"
"842","icr030033",4.11428418159376,"Millennial"
"843","icr030037",4.14268831206107,"Millennial"
"844","icr030039",4.1269427038514,"Millennial"
"845","icr030043",4.0631392122774,"Millennial"
"846","icr030051",4.0153505823835,"Millennial"
"847","icr030055",4.19655377843579,"Millennial"
"848","icr030063",3.91667842892041,"Millennial"
"849","icr030083",3.97004236620493,"Millennial"
"850","icr030097",4.04403705498543,"Millennial"
"851","icr030101",4.07881460484621,"Millennial"
"852","icr030113",3.8887961029129,"Millennial"
"853","icr030115",4.08501797240191,"Millennial"
"854","icr030119",4.01704876829968,"Millennial"
"855","icr030123",4.01666921052625,"Millennial"
"856","icr030127",4.19611627517521,"Millennial"
"857","icr030129",3.9937556050585,"Millennial"
"858","icr030131",4.00063515791937,"Millennial"
"859","icr030133",3.94090495031531,"Millennial"
"860","icr030137",4.05435409957369,"Millennial"
"861","icr030139",3.92149043527386,"Millennial"
"862","icr030145",4.07380416981815,"Millennial"
"863","icr030174",4.1968610149334,"Millennial"
"864","icr030176",4.29690368077965,"Millennial"
"865","icr030181",3.94890811862795,"Millennial"
"866","icr030185",3.65184050913738,"Millennial"
"867","icr030190",3.97255716411428,"Millennial"
"868","icr030192",4.10479048411861,"Millennial"
"869","icr030206",3.86917967526113,"Millennial"
"870","icr030214",4.10507380499711,"Millennial"
"871","icr030232",4.04742991293668,"Millennial"
"872","icr030234",3.84121846962881,"Millennial"
"873","icr030244",3.99723434283961,"Millennial"
"874","icr030260",3.73835037641555,"Millennial"
"875","icr030268",3.68049898820008,"Millennial"
"876","icr030270",3.99860393640528,"Millennial"
"877","icr030282",3.66065675002335,"Millennial"
"878","icr030284",4.08887611146327,"Millennial"
"879","icr030288",3.91162524412976,"Millennial"
"880","icr030300",3.95867580409133,"Millennial"
"881","icr030310",4.02970466892408,"Millennial"
"882","icr030323",4.05212522838983,"Millennial"
"883","icr030325",4.20399293179403,"Millennial"
"884","icr030326",4.15223187860085,"Millennial"
"885","icr030328",4.08904784154575,"Millennial"
"886","icr030330",4.14128881256486,"Millennial"
"887","icr030334",3.03623952871014,"Millennial"
"888","icr030335",3.05864590878157,"Millennial"
"889","icr030345",2.97148737759511,"Millennial"
"890","icr030346",3.04637600554598,"Millennial"
"891","icr030351",3.02984445202806,"Millennial"
"892","icr030369",3.27404493161137,"Millennial"
"893","icr030370",2.4080109344351,"Millennial"
"894","icr030375",3.06464063404226,"Millennial"
"895","icr030379",2.89168034574013,"Millennial"
"896","icr030381",2.65904469376914,"Millennial"
"897","icr030386",3.09057801128461,"Millennial"
"898","icr030393",2.97258730225483,"Millennial"
"899","icr030397",2.96599387627903,"Millennial"
"900","icr030409",2.9905325117511,"Millennial"
"901","icr030411",2.91470674287208,"Millennial"
"902","icr030419",3.08834451259977,"Millennial"
"903","icr030420",3.10546030386911,"Millennial"
"904","icr030422",2.93585725609348,"Millennial"
"905","icr030424",3.3288067628841,"Millennial"
"906","icr030425",3.37879791690064,"Millennial"
"907","icr030426",3.48717086375537,"Millennial"
"908","icr030427",3.04192549130722,"Millennial"
"909","icr030428",3.56940158217503,"Millennial"
"910","icr030432",3.11646519387123,"Millennial"
"911","icr030434",3.04339829424928,"Millennial"
"912","icr030435",2.98449092894508,"Millennial"
"913","icr030480",3.00045128940293,"Millennial"
"914","icr030482",3.03041651214764,"Millennial"
"915","icr030489",3.02122299705384,"Millennial"
"916","icr030493",2.78600109538698,"Millennial"
"917","icr030513",3.10411845068988,"Millennial"
"918","icr030515",3.07429926723829,"Millennial"
"919","icr030547",2.91289299618743,"Millennial"
"920","icr033391",20.2610390910793,"Millennial"
"921","icr033396",31.9098223130454,"Millennial"
"922","icr033398",23.0577014912098,"Millennial"
"923","icr033400",31.0391915382808,"Millennial"
"924","icr033402",28.8881970683879,"Millennial"
"925","icr033404",31.6699722791114,"Millennial"
"926","icr033406",20.7770487140488,"Millennial"
"927","icr033411",36.0927174711486,"Millennial"
"928","icr033413",35.1783700753603,"Millennial"
"929","icr033415",33.7688846813672,"Millennial"
"930","icr033417",15.0829253623848,"Millennial"
"931","icr033419",6.83412587525962,"Millennial"
"932","icr033447",35.2449458239632,"Millennial"
"933","icr033451",17.0567685130948,"Millennial"
"934","icr033452",21.6539186834682,"Millennial"
"935","icr033470",8.45562079645516,"Millennial"
"936","icr033472",9.70836987473706,"Millennial"
"937","icr033474",19.17530412832,"Millennial"
"938","icr033476",14.6487643990508,"Millennial"
"939","icr033490",36.3624940774694,"Millennial"
"940","icr033508",22.0628150494808,"Millennial"
"941","icr033509",22.0710896543877,"Millennial"
"942","icr033511",17.9565503317672,"Millennial"
"943","icr033533",10.2713283324934,"Millennial"
"944","icr033535",14.8025567932737,"Millennial"
"945","icr033541",21.3615831186442,"Millennial"
"946","icr033545",32.9431569970631,"Millennial"
"947","icr033551",26.620042415634,"Millennial"
"948","icr033553",21.5982809072391,"Millennial"
"949","icr033555",32.689635688443,"Millennial"
"950","icr033557",32.3731353916006,"Millennial"
"951","icr033559",22.8902425817236,"Millennial"
"952","icr033561",25.8665681055002,"Millennial"
"953","icr033568",26.0042813509159,"Millennial"
"954","icr033570",31.4427931303242,"Millennial"
"955","icr033571",15.6347080209678,"Millennial"
"956","icr033572",14.9125903555555,"Millennial"
"957","icr033580",25.4627735194422,"Millennial"
"958","icr033584",2.21620698039044,"Millennial"
"959","icr033588",1.97240768658746,"Millennial"
"960","icr033592",22.376903611237,"Millennial"
"961","icr033598",33.2638562905334,"Millennial"
"962","icr033602",3.18915253476583,"Millennial"
"963","icr033616",3.07770032035481,"Millennial"
"964","icr033618",3.07977537068993,"Millennial"
"965","icr033619",3.05093003216117,"Millennial"
"966","icr033625",2.9808823406221,"Millennial"
"967","icr033627",2.75881628517875,"Millennial"
"968","icr033631",2.85114478628445,"Millennial"
"969","icr033632",2.89408859153163,"Millennial"
"970","icr033634",2.98810622253525,"Millennial"
"971","icr033636",2.60383602363592,"Millennial"
"972","icr033637",2.87190781140836,"Millennial"
"973","icr033644",2.53703431882434,"Millennial"
"974","icr033646",2.90138053355513,"Millennial"
"975","icr033648",3.16057076151367,"Millennial"
"976","icr033650",2.97289854863167,"Millennial"
"977","icr033652",2.76720432731628,"Millennial"
"978","icr033660",3.26324892647355,"Millennial"
"979","icr033664",3.30849525225811,"Millennial"
"980","icr033666",2.90709052743642,"Millennial"
"981","icr033670",3.18529728480804,"Millennial"
"982","icr033672",3.26015645760774,"Millennial"
"983","icr033680",2.88028979944773,"Millennial"
"984","icr033684",2.95281407911102,"Millennial"
"985","icr033690",3.12087889901851,"Millennial"
"986","icr033704",2.93859228488718,"Millennial"
"987","icr033710",2.74620367815369,"Millennial"
"988","icr033716",3.06455951437542,"Millennial"
"989","icr033724",2.63184565938758,"Millennial"
"990","icr033727",2.87664928857432,"Millennial"
"991","icr033729",2.70319306577911,"Millennial"
"992","icr033732",2.76846387146268,"Millennial"
"993","icr033738",3.06497347054334,"Millennial"
"994","icr033748",2.73395448465052,"Millennial"
"995","icr033750",2.76291950217421,"Millennial"
"996","icr033752",3.06511170537265,"Millennial"
"997","icr033754",3.08162105769029,"Millennial"
"998","icr033756",2.8859351513047,"Millennial"
"999","icr033757",3.05755751933131,"Millennial"
"1000","icr033767",3.06718964143606,"Millennial"
"1001","icr033769",3.09146450885976,"Millennial"
"1002","icr033781",2.84779751391346,"Millennial"
"1003","icr033787",2.95758042611479,"Millennial"
"1004","icr033801",2.84897956177791,"Millennial"
"1005","icr033805",2.46712891712133,"Millennial"
"1006","icr033815",3.00224765112842,"Millennial"
"1007","icr033819",2.91577513522256,"Millennial"
"1008","icr033833",3.08167056448723,"Millennial"
"1009","icr033845",3.09867581412147,"Millennial"
"1010","icr033847",3.13474211276034,"Millennial"
"1011","icr033863",3.0037606782193,"Millennial"
"1012","icr033869",3.01588048188656,"Millennial"
"1013","icr033873",2.917310611854,"Millennial"
"1014","icr033874",2.89157872897408,"Millennial"
"1015","icr033878",2.65718019995762,"Millennial"
"1016","icr033880",2.86018331850968,"Millennial"
"1017","icr033896",2.7728178384836,"Millennial"
"1018","icr033902",3.0748547164921,"Millennial"
"1019","icr033904",3.08391285966182,"Millennial"
"1020","icr034422",3.19534892709122,"Millennial"
"1021","icr037453",2.36074167231577,"Millennial"
"1022","icr037531",2.39659235268722,"Millennial"
"1023","icr037574",2.28011733944178,"Millennial"
"1024","icr037590",2.77170868443016,"Millennial"
"1025","icr037626",2.46251252057645,"Millennial"
"1026","icr037689",3.4039209802582,"Millennial"
"1027","icr037699",3.12623040402715,"Millennial"
"1028","icr037767",4.08237450834153,"Millennial"
"1029","icr037843",4.20227572672772,"Millennial"
"1030","icr037869",4.31585915391559,"Millennial"
"1031","icr037901",4.39214327870838,"Millennial"
"1032","icr037927",3.99199984381216,"Millennial"
"1033","icr037969",3.86512389804682,"Millennial"
"1034","icr037986",4.63281033982639,"Millennial"
"1035","icr038034",4.29724679745114,"Millennial"
"1036","icr038102",5.25593328424208,"Millennial"
"1037","icr038110",5.24783415339383,"Millennial"
"1038","icr038116",5.62527351472189,"Millennial"
"1039","icr038118",5.03167645159263,"Millennial"
"1040","icr038142",4.57645887330683,"Millennial"
"1041","icr038147",4.73427004472118,"Millennial"
"1042","icr038154",4.64951897190433,"Millennial"
"1043","icr038156",4.77315754386494,"Millennial"
"1044","icr038158",4.58358663055934,"Millennial"
"1045","icr038162",4.63295980450576,"Millennial"
"1046","icr038167",4.63370540253947,"Millennial"
"1047","icr038169",4.59204757065001,"Millennial"
"1048","icr038191",4.94315309316268,"Millennial"
"1049","icr038193",4.6297933522573,"Millennial"
"1050","icr038197",4.7173585331826,"Millennial"
"1051","icr038200",5.0524007363021,"Millennial"
"1052","icr038202",4.9263563453625,"Millennial"
"1053","icr038218",5.01780681691254,"Millennial"
"1054","icr038227",4.47173499331432,"Millennial"
"1055","icr038229",4.33107994114835,"Millennial"
"1056","icr038236",4.80724556155996,"Millennial"
"1057","icr038239",4.38039474958877,"Millennial"
"1058","icr038242",4.28559982888463,"Millennial"
"1059","icr038249",4.82194150501048,"Millennial"
"1060","icr038263",4.36968411750731,"Millennial"
"1061","icr038273",4.84466062618423,"Millennial"
"1062","icr038281",4.18072311528947,"Millennial"
"1063","icr038288",4.15247170164802,"Millennial"
"1064","icr038291",4.29513393231313,"Millennial"
"1065","icr038293",4.35436590274707,"Millennial"
"1066","icr038299",4.14337874931248,"Millennial"
"1067","icr038301",3.83502148192901,"Millennial"
"1068","icr038302",3.98457008409102,"Millennial"
"1069","icr038304",4.11503970382537,"Millennial"
"1070","icr038320",4.63735845923644,"Millennial"
"1071","icr038345",4.54257618033473,"Millennial"
"1072","icr038357",4.15880273722158,"Millennial"
"1073","icr038363",4.21007584035324,"Millennial"
"1074","icr038368",4.05479136046933,"Millennial"
"1075","icr038377",4.29226282929425,"Millennial"
"1076","icr038381",4.35198482749824,"Millennial"
"1077","icr041643",8.10237890696746,"Millennial"
"1078","icr041647",11.1035634815343,"Millennial"
"1079","icr041649",11.2539274620883,"Millennial"
"1080","icr041651",10.6879466119743,"Millennial"
"1081","icr041655",7.62375592808737,"Millennial"
"1082","icr041659",10.4602371290987,"Millennial"
"1083","icr041673",12.6320688244888,"Millennial"
"1084","icr041679",27.4587822007978,"Millennial"
"1085","icr041685",36.2607924723666,"Millennial"
"1086","icr041699",21.8218709803891,"Millennial"
"1087","icr041717",26.451437825723,"Millennial"
"1088","icr041733",10.2381465679811,"Millennial"
"1089","icr041735",9.82889861176488,"Millennial"
"1090","icr041741",9.0745104309754,"Millennial"
"1091","icr041743",11.4921639762637,"Millennial"
"1092","icr041747",10.9699714211025,"Millennial"
"1093","icr041751",8.01080636120259,"Millennial"
"1094","icr041755",10.2675845421223,"Millennial"
"1095","icr041765",35.3471230313184,"Millennial"
"1096","icr041777",27.6076556979456,"Millennial"
"1097","icr041789",19.4278716848932,"Millennial"
"1098","icr041813",9.19325639702963,"Millennial"
"1099","icr041821",10.062942679347,"Millennial"
"1100","icr041825",11.4680270665696,"Millennial"
"1101","icr041830",9.32778397036366,"Millennial"
"1102","icr041834",11.6037978085298,"Millennial"
"1103","icr041838",23.3227919781088,"Millennial"
"1104","icr041854",19.9734467986506,"Millennial"
"1105","icr041868",18.2419802162696,"Millennial"
"1106","icr041878",11.7902148398085,"Millennial"
"1107","icr041882",10.7140768259857,"Millennial"
"1108","icr041884",9.88690218579503,"Millennial"
"1109","icr041888",12.5100085021321,"Millennial"
"1110","icr041890",9.73617012508761,"Millennial"
"1111","icr041892",8.73182840426902,"Millennial"
"1112","icr041898",10.796027995171,"Millennial"
"1113","icr041904",9.1478720767503,"Millennial"
"1114","icr041912",8.53602796264439,"Millennial"
"1115","icr041914",7.95988346683384,"Millennial"
"1116","icr041917",20.3160686128013,"Millennial"
"1117","icr041925",22.4283708803638,"Millennial"
"1118","icr041935",27.014962396546,"Millennial"
"1119","icr041949",27.3925172259994,"Millennial"
"1120","icr041987",4.77178916000817,"Millennial"
"1121","icr041992",4.59648483993468,"Millennial"
"1122","icr041999",4.42379292446922,"Millennial"
"1123","icr042024",4.97306703686838,"Millennial"
"1124","icr042066",4.7923415681912,"Millennial"
"1125","icr042070",4.11518130046908,"Millennial"
"1126","icr042074",4.65130688990533,"Millennial"
"1127","icr042080",4.74545077718706,"Millennial"
"1128","icr042082",4.87595185677885,"Millennial"
"1129","icr042103",4.87967810212771,"Millennial"
"1130","icr042108",4.74321251152505,"Millennial"
"1131","icr042113",4.80587873178105,"Millennial"
"1132","icr042117",5.11082913024503,"Millennial"
"1133","icr042121",4.49370797530292,"Millennial"
"1134","icr042122",4.98374364921944,"Millennial"
"1135","icr042132",5.42772025886486,"Millennial"
"1136","icr042141",5.47613797774832,"Millennial"
"1137","icr042147",5.90956864831906,"Millennial"
"1138","icr042149",5.08466707830204,"Millennial"
"1139","icr042152",4.70792713418597,"Millennial"
"1140","icr042162",4.83416832779843,"Millennial"
"1141","icr042168",5.05706044166585,"Millennial"
"1142","icr042170",4.58848677516603,"Millennial"
"1143","icr042180",4.41260824881159,"Millennial"
"1144","icr042189",4.99949091404866,"Millennial"
"1145","icr042191",5.51588151547821,"Millennial"
"1146","icr042193",5.16670251879342,"Millennial"
"1147","icr042203",5.66612854117099,"Millennial"
"1148","icr042204",5.47441795004984,"Millennial"
"1149","icr042210",5.36469641995095,"Millennial"
"1150","icr042239",5.62674563459163,"Millennial"
"1151","icr042241",6.46606474588496,"Millennial"
"1152","icr042245",6.21758508272821,"Millennial"
"1153","icr042249",4.86362882116829,"Millennial"
"1154","icr042253",4.75231869947752,"Millennial"
"1155","icr042263",4.93454833623427,"Millennial"
"1156","icr042265",4.72315592700307,"Millennial"
"1157","icr042267",4.14815770906161,"Millennial"
"1158","icr042271",4.85676099307602,"Millennial"
"1159","icr042273",4.97526490713004,"Millennial"
"1160","icr042275",4.79094653338375,"Millennial"
"1161","icr042279",4.78102931434749,"Millennial"
"1162","icr042280",6.0419922399985,"Millennial"
"1163","icr042282",5.42825954623867,"Millennial"
"1164","icr042790",3.27400959596511,"Millennial"
"1165","icr042836",2.83392544901952,"Millennial"
"1166","icr042867",3.15785266196982,"Millennial"
"1167","icr042896",3.5648297035619,"Millennial"
"1168","icr042930",2.69695373723931,"Millennial"
"1169","icr042990",3.44442767810235,"Millennial"
"1170","icr043068",3.39501631396817,"Millennial"
"1171","icr043248",3.19275846365208,"Millennial"
"1172","icr043266",3.04341887864715,"Millennial"
"1173","icr043287",3.68712448605187,"Millennial"
"1174","icr043347",3.11561141267945,"Millennial"
"1175","icr043401",3.56233711546841,"Millennial"
"1176","icr048485",4.39456612594938,"Millennial"
"1177","icr048520",4.5534425923824,"Millennial"
